StateVec,Action,Reward,SLAMet,CPUCost,Source
"[79.55, 0.994375]",0.0,1,YES,79.55,XGBoost
"[120.885, 1.007375]",1.0,0,NO,120.885,FCFS
"[113.055, 0.942125]",1.0,0,NO,113.055,FCFS
"[82.36, 1.0295]",0.0,1,YES,82.36,XGBoost
"[75.48, 0.9435]",0.0,1,YES,75.48,RoundRobin
"[91.51, 1.143875]",0.0,1,YES,91.51,RoundRobin
"[125.46, 1.0455]",1.0,0,NO,125.46,FCFS
"[71.16, 0.8895]",0.0,1,YES,71.16,XGBoost
"[191.86, 1.199125]",2.0,0,NO,191.86,FCFS
"[90.24, 1.128]",0.0,1,YES,90.24,RoundRobin
"[94.05, 1.175625]",0.0,1,YES,94.05,XGBoost
"[92.69, 1.158625]",0.0,1,YES,92.69,FCFS
"[74.91, 0.936375]",0.0,1,YES,74.91,RoundRobin
"[129.15, 1.07625]",1.0,0,NO,129.15,FCFS
"[91.59, 1.144875]",0.0,1,YES,91.59,XGBoost
"[84.76, 1.0595]",0.0,1,YES,84.76,XGBoost
"[98.88, 1.236]",0.0,1,YES,98.88,XGBoost
"[106.755, 0.889625]",1.0,0,NO,106.755,RoundRobin
"[155.44, 0.9715]",2.0,0,NO,155.44,FCFS
"[133.62, 1.1135]",1.0,0,NO,133.62,RoundRobin
"[88.39, 1.104875]",0.0,1,YES,88.39,FCFS
"[111.525, 0.929375]",1.0,0,NO,111.525,RoundRobin
"[93.59, 1.169875]",0.0,1,YES,93.59,XGBoost
"[140.54, 0.878375]",2.0,0,NO,140.54,RoundRobin
"[133.335, 1.111125]",1.0,0,NO,133.335,FCFS
"[70.48, 0.881]",0.0,1,YES,70.48,RoundRobin
"[159.56, 0.99725]",2.0,0,NO,159.56,FCFS
"[71.57, 0.894625]",0.0,1,YES,71.57,XGBoost
"[85.79, 1.072375]",0.0,1,YES,85.79,FCFS
"[141.8, 0.88625]",2.0,0,NO,141.8,RoundRobin
"[138.735, 1.156125]",1.0,0,NO,138.735,RoundRobin
"[110.325, 0.919375]",1.0,0,NO,110.325,RoundRobin
"[68, 1098, 44, 32, 3]",0.0,1,YES,8.17,Original
"[85.14, 1.06425]",0.0,1,YES,85.14,XGBoost
"[148.1, 0.925625]",2.0,0,NO,148.1,RoundRobin
"[78.33, 0.979125]",0.0,1,YES,78.33,XGBoost
"[64, 15997, 39, 4, 2]",1.0,1,YES,3.68,Original
"[86.11, 1.076375]",0.0,1,YES,86.11,XGBoost
"[69, 10951, 34, 17, 1]",0.0,1,YES,5.31,Original
"[111.27, 0.92725]",1.0,0,NO,111.27,RoundRobin
"[125.595, 1.046625]",1.0,0,NO,125.595,FCFS
"[191.34, 1.195875]",2.0,0,NO,191.34,RoundRobin
"[157.86, 0.986625]",2.0,0,NO,157.86,FCFS
"[142.44, 1.187]",1.0,0,NO,142.44,RoundRobin
"[71.49, 0.893625]",0.0,1,YES,71.49,XGBoost
"[71.9, 0.89875]",0.0,1,YES,71.9,XGBoost
"[94.42, 1.18025]",0.0,1,YES,94.42,XGBoost
"[73.9, 0.92375]",0.0,1,YES,73.9,XGBoost
"[126.855, 1.057125]",1.0,0,NO,126.855,FCFS
"[129.39, 1.07825]",1.0,0,NO,129.39,FCFS
"[153.2, 0.9575]",2.0,0,NO,153.2,XGBoost
"[131.73, 1.09775]",1.0,0,NO,131.73,RoundRobin
"[162.38, 1.014875]",2.0,1,YES,162.38,XGBoost
"[105.18, 0.8765]",1.0,0,NO,105.18,RoundRobin
"[87.21, 1.090125]",0.0,1,YES,87.21,FCFS
"[88.76, 1.1095]",0.0,1,YES,88.76,FCFS
"[143.82, 1.1985]",1.0,0,NO,143.82,FCFS
"[140.1, 1.1675]",1.0,0,NO,140.1,FCFS
"[132.99, 1.10825]",1.0,0,NO,132.99,FCFS
"[90.56, 1.132]",0.0,1,YES,90.56,RoundRobin
"[141.735, 1.181125]",1.0,0,NO,141.735,FCFS
"[96.77, 1.209625]",0.0,1,YES,96.77,FCFS
"[157.12, 0.982]",2.0,0,NO,157.12,XGBoost
"[95.98, 1.19975]",0.0,1,YES,95.98,FCFS
"[127.305, 1.060875]",1.0,0,NO,127.305,RoundRobin
"[84.77, 1.059625]",0.0,1,YES,84.77,XGBoost
"[72.26, 0.90325]",0.0,1,YES,72.26,XGBoost
"[126.21, 1.05175]",1.0,0,NO,126.21,FCFS
"[127.32, 1.061]",1.0,0,NO,127.32,FCFS
"[195.62, 1.222625]",2.0,0,NO,195.62,RoundRobin
"[87.99, 1.099875]",0.0,1,YES,87.99,XGBoost
"[75.36, 0.942]",0.0,1,YES,75.36,RoundRobin
"[144.22, 0.901375]",2.0,0,NO,144.22,FCFS
"[98.52, 1.2315]",0.0,1,YES,98.52,XGBoost
"[73.28, 0.916]",0.0,1,YES,73.28,XGBoost
"[70.81, 0.885125]",0.0,1,YES,70.81,FCFS
"[179.6, 1.1225]",2.0,1,YES,179.6,XGBoost
"[86.68, 1.0835]",0.0,1,YES,86.68,XGBoost
"[75.91, 0.948875]",0.0,1,YES,75.91,FCFS
"[81.78, 1.02225]",0.0,1,YES,81.78,RoundRobin
"[173.92, 1.087]",2.0,1,YES,173.92,XGBoost
"[184.04, 1.15025]",2.0,0,NO,184.04,FCFS
"[96.07, 1.200875]",0.0,1,YES,96.07,XGBoost
"[81.81, 1.022625]",0.0,1,YES,81.81,XGBoost
"[156.28, 0.97675]",2.0,0,NO,156.28,RoundRobin
"[91.14, 1.13925]",0.0,1,YES,91.14,XGBoost
"[128.505, 1.070875]",1.0,0,NO,128.505,RoundRobin
"[82.1, 1.02625]",0.0,1,YES,82.1,XGBoost
"[122.385, 1.019875]",1.0,0,NO,122.385,FCFS
"[140.88, 1.174]",1.0,0,NO,140.88,FCFS
"[133.11, 1.10925]",1.0,0,NO,133.11,RoundRobin
"[81.22, 1.01525]",0.0,1,YES,81.22,RoundRobin
"[145.32, 0.90825]",2.0,0,NO,145.32,FCFS
"[193.1, 1.206875]",2.0,0,NO,193.1,FCFS
"[93, 6125, 33, 47, 2]",0.0,1,YES,7.2,Original
"[152.78, 0.954875]",2.0,0,NO,152.78,XGBoost
"[72.9, 0.91125]",0.0,1,YES,72.9,RoundRobin
"[98.28, 1.2285]",0.0,1,YES,98.28,XGBoost
"[182.6, 1.14125]",2.0,0,NO,182.6,FCFS
"[76.54, 0.95675]",0.0,1,YES,76.54,FCFS
"[75.4, 0.9425]",0.0,1,YES,75.4,XGBoost
"[143.5, 0.896875]",2.0,0,NO,143.5,RoundRobin
"[140.92, 0.88075]",2.0,0,NO,140.92,XGBoost
"[89, 6266, 23, 41, 2]",0.0,1,YES,6.3,Original
"[77.99, 0.974875]",0.0,1,YES,77.99,XGBoost
"[91.3, 1.14125]",0.0,1,YES,91.3,FCFS
"[109.68, 0.914]",1.0,0,NO,109.68,RoundRobin
"[151.26, 0.945375]",2.0,0,NO,151.26,FCFS
"[174.82, 1.092625]",2.0,0,NO,174.82,FCFS
"[118.485, 0.987375]",1.0,0,NO,118.485,RoundRobin
"[159.46, 0.996625]",2.0,0,NO,159.46,FCFS
"[117.0, 0.975]",1.0,0,NO,117.0,FCFS
"[145.98, 1.2165]",1.0,0,NO,145.98,FCFS
"[152.46, 0.952875]",2.0,0,NO,152.46,XGBoost
"[43, 2923, 64, 46, 2]",0.0,1,YES,9.3,Original
"[128.205, 1.068375]",1.0,0,NO,128.205,FCFS
"[74.1, 0.92625]",0.0,1,YES,74.1,XGBoost
"[108.39, 0.90325]",1.0,0,NO,108.39,RoundRobin
"[76.46, 0.95575]",0.0,1,YES,76.46,FCFS
"[42, 999, 60, 30, 1]",1.0,1,YES,4.75,Original
"[181.4, 1.13375]",2.0,1,YES,181.4,XGBoost
"[75.94, 0.94925]",0.0,1,YES,75.94,FCFS
"[147.5, 0.921875]",2.0,0,NO,147.5,FCFS
"[126.375, 1.053125]",1.0,0,NO,126.375,FCFS
"[86.92, 1.0865]",0.0,1,YES,86.92,XGBoost
"[75.38, 0.94225]",0.0,1,YES,75.38,XGBoost
"[132.18, 1.1015]",1.0,0,NO,132.18,RoundRobin
"[94, 12305, 31, 48, 2]",0.0,1,YES,5.83,Original
"[95.35, 1.191875]",0.0,1,YES,95.35,FCFS
"[138.09, 1.15075]",1.0,0,NO,138.09,RoundRobin
"[162.96, 1.0185]",2.0,0,NO,162.96,RoundRobin
"[123.72, 1.031]",1.0,0,NO,123.72,RoundRobin
"[125.82, 1.0485]",1.0,0,NO,125.82,FCFS
"[196.04, 1.22525]",2.0,0,NO,196.04,FCFS
"[175.78, 1.098625]",2.0,0,NO,175.78,FCFS
"[190.14, 1.188375]",2.0,0,NO,190.14,FCFS
"[127.635, 1.063625]",1.0,0,NO,127.635,RoundRobin
"[75.73, 0.946625]",0.0,1,YES,75.73,XGBoost
"[92.03, 1.150375]",0.0,1,YES,92.03,RoundRobin
"[121.86, 1.0155]",1.0,0,NO,121.86,FCFS
"[183.88, 1.14925]",2.0,0,NO,183.88,RoundRobin
"[83.11, 1.038875]",0.0,1,YES,83.11,XGBoost
"[109.26, 0.9105]",1.0,0,NO,109.26,RoundRobin
"[96.02, 1.20025]",0.0,1,YES,96.02,RoundRobin
"[143.19, 1.19325]",1.0,0,NO,143.19,FCFS
"[76.8, 0.96]",0.0,1,YES,76.8,XGBoost
"[91.95, 1.149375]",0.0,1,YES,91.95,XGBoost
"[141.6, 0.885]",2.0,0,NO,141.6,FCFS
"[91.37, 1.142125]",0.0,1,YES,91.37,RoundRobin
"[97.41, 1.217625]",0.0,1,YES,97.41,XGBoost
"[164.44, 1.02775]",2.0,1,YES,164.44,XGBoost
"[147.28, 0.9205]",2.0,0,NO,147.28,FCFS
"[168.74, 1.054625]",2.0,0,NO,168.74,RoundRobin
"[91.77, 1.147125]",0.0,1,YES,91.77,XGBoost
"[73.76, 0.922]",0.0,1,YES,73.76,XGBoost
"[80.88, 1.011]",0.0,1,YES,80.88,FCFS
"[148.4, 0.9275]",2.0,0,NO,148.4,FCFS
"[50, 15294, 49, 10, 2]",1.0,1,YES,3.36,Original
"[189.24, 1.18275]",2.0,0,NO,189.24,RoundRobin
"[92.51, 1.156375]",0.0,1,YES,92.51,XGBoost
"[92.08, 1.151]",0.0,1,YES,92.08,XGBoost
"[155.42, 0.971375]",2.0,0,NO,155.42,RoundRobin
"[160.78, 1.004875]",2.0,1,YES,160.78,XGBoost
"[143.26, 0.895375]",2.0,0,NO,143.26,FCFS
"[99.48, 1.2435]",0.0,1,YES,99.48,RoundRobin
"[34, 11956, 77, 23, 3]",1.0,1,YES,3.27,Original
"[92.08, 1.151]",0.0,1,YES,92.08,XGBoost
"[143.06, 0.894125]",2.0,0,NO,143.06,RoundRobin
"[99.72, 1.2465]",0.0,1,YES,99.72,XGBoost
"[83.43, 1.042875]",0.0,1,YES,83.43,XGBoost
"[174.6, 1.09125]",2.0,0,NO,174.6,FCFS
"[73.61, 0.920125]",0.0,1,YES,73.61,XGBoost
"[163.1, 1.019375]",2.0,1,YES,163.1,XGBoost
"[84, 15535, 47, 32, 3]",0.0,1,YES,7.88,Original
"[70.56, 0.882]",0.0,1,YES,70.56,RoundRobin
"[80.78, 1.00975]",0.0,1,YES,80.78,RoundRobin
"[97.03, 1.212875]",0.0,1,YES,97.03,RoundRobin
"[95.35, 1.191875]",0.0,1,YES,95.35,XGBoost
"[141.92, 0.887]",2.0,0,NO,141.92,RoundRobin
"[85.47, 1.068375]",0.0,1,YES,85.47,FCFS
"[82.57, 1.032125]",0.0,1,YES,82.57,XGBoost
"[81.14, 1.01425]",0.0,1,YES,81.14,XGBoost
"[77.76, 0.972]",0.0,1,YES,77.76,FCFS
"[171.44, 1.0715]",2.0,0,NO,171.44,RoundRobin
"[67, 3405, 29, 44, 2]",0.0,1,YES,5.14,Original
"[167.6, 1.0475]",2.0,0,NO,167.6,FCFS
"[149.145, 1.242875]",1.0,0,NO,149.145,FCFS
"[184.82, 1.155125]",2.0,0,NO,184.82,FCFS
"[81.98, 1.02475]",0.0,1,YES,81.98,XGBoost
"[149.66, 0.935375]",2.0,0,NO,149.66,RoundRobin
"[89.05, 1.113125]",0.0,1,YES,89.05,XGBoost
"[120.96, 1.008]",1.0,0,NO,120.96,RoundRobin
"[92.88, 1.161]",0.0,1,YES,92.88,RoundRobin
"[90.17, 1.127125]",0.0,1,YES,90.17,XGBoost
"[85.43, 1.067875]",0.0,1,YES,85.43,XGBoost
"[159.5, 0.996875]",2.0,0,NO,159.5,XGBoost
"[97.57, 1.219625]",0.0,1,YES,97.57,XGBoost
"[98.79, 1.234875]",0.0,1,YES,98.79,XGBoost
"[115.86, 0.9655]",1.0,0,NO,115.86,RoundRobin
"[88.64, 1.108]",0.0,1,YES,88.64,RoundRobin
"[30, 11528, 8, 29, 3]",0.0,1,YES,6.4,Original
"[108.285, 0.902375]",1.0,0,NO,108.285,FCFS
"[107.895, 0.899125]",1.0,0,NO,107.895,RoundRobin
"[196.28, 1.22675]",2.0,0,NO,196.28,RoundRobin
"[105.885, 0.882375]",1.0,0,NO,105.885,FCFS
"[76.22, 0.95275]",0.0,1,YES,76.22,RoundRobin
"[97.43, 1.217875]",0.0,1,YES,97.43,FCFS
"[80.14, 1.00175]",0.0,1,YES,80.14,RoundRobin
"[162.8, 1.0175]",2.0,0,NO,162.8,FCFS
"[176.68, 1.10425]",2.0,1,YES,176.68,XGBoost
"[86.1, 1.07625]",0.0,1,YES,86.1,XGBoost
"[87, 3865, 51, 26, 1]",1.0,1,YES,2.68,Original
"[114.465, 0.953875]",1.0,0,NO,114.465,RoundRobin
"[154.88, 0.968]",2.0,0,NO,154.88,FCFS
"[149.64, 1.247]",1.0,0,NO,149.64,FCFS
"[167.26, 1.045375]",2.0,1,YES,167.26,XGBoost
"[190.62, 1.191375]",2.0,0,NO,190.62,RoundRobin
"[86.66, 1.08325]",0.0,1,YES,86.66,XGBoost
"[87.38, 1.09225]",0.0,1,YES,87.38,FCFS
"[90.68, 1.1335]",0.0,1,YES,90.68,XGBoost
"[89.34, 1.11675]",0.0,1,YES,89.34,RoundRobin
"[93.29, 1.166125]",0.0,1,YES,93.29,XGBoost
"[99.05, 1.238125]",0.0,1,YES,99.05,FCFS
"[75.89, 0.948625]",0.0,1,YES,75.89,FCFS
"[165.28, 1.033]",2.0,1,YES,165.28,XGBoost
"[89.35, 1.116875]",0.0,1,YES,89.35,XGBoost
"[199.82, 1.248875]",2.0,1,YES,199.82,XGBoost
"[78.97, 0.987125]",0.0,1,YES,78.97,FCFS
"[76.31, 0.953875]",0.0,1,YES,76.31,XGBoost
"[92.71, 1.158875]",0.0,1,YES,92.71,RoundRobin
"[85.17, 1.064625]",0.0,1,YES,85.17,XGBoost
"[181.44, 1.134]",2.0,0,NO,181.44,FCFS
"[133.095, 1.109125]",1.0,0,NO,133.095,RoundRobin
"[90.41, 1.130125]",0.0,1,YES,90.41,XGBoost
"[147.14, 0.919625]",2.0,0,NO,147.14,FCFS
"[160.1, 1.000625]",2.0,0,NO,160.1,FCFS
"[155.82, 0.973875]",2.0,0,NO,155.82,FCFS
"[145.005, 1.208375]",1.0,0,NO,145.005,FCFS
"[159.32, 0.99575]",2.0,0,NO,159.32,RoundRobin
"[85.05, 1.063125]",0.0,1,YES,85.05,FCFS
"[110.04, 0.917]",1.0,0,NO,110.04,RoundRobin
"[75.78, 0.94725]",0.0,1,YES,75.78,FCFS
"[142.17, 1.18475]",1.0,0,NO,142.17,RoundRobin
"[79.18, 0.98975]",0.0,1,YES,79.18,XGBoost
"[165.12, 1.032]",2.0,0,NO,165.12,RoundRobin
"[94.14, 1.17675]",0.0,1,YES,94.14,RoundRobin
"[167.6, 1.0475]",2.0,1,YES,167.6,XGBoost
"[76.48, 0.956]",0.0,1,YES,76.48,RoundRobin
"[159.14, 0.994625]",2.0,0,NO,159.14,RoundRobin
"[83.78, 1.04725]",0.0,1,YES,83.78,RoundRobin
"[189.34, 1.183375]",2.0,0,NO,189.34,FCFS
"[129.15, 1.07625]",1.0,0,NO,129.15,RoundRobin
"[89.61, 1.120125]",0.0,1,YES,89.61,FCFS
"[148.605, 1.238375]",1.0,0,NO,148.605,FCFS
"[143.145, 1.192875]",1.0,0,NO,143.145,FCFS
"[141.6, 1.18]",1.0,0,NO,141.6,FCFS
"[176.2, 1.10125]",2.0,1,YES,176.2,XGBoost
"[140.54, 0.878375]",2.0,0,NO,140.54,RoundRobin
"[113.34, 0.9445]",1.0,0,NO,113.34,RoundRobin
"[143.14, 0.894625]",2.0,0,NO,143.14,FCFS
"[164.26, 1.026625]",2.0,0,NO,164.26,RoundRobin
"[126.315, 1.052625]",1.0,0,NO,126.315,RoundRobin
"[94.55, 1.181875]",0.0,1,YES,94.55,XGBoost
"[76.13, 0.951625]",0.0,1,YES,76.13,XGBoost
"[95.43, 1.192875]",0.0,1,YES,95.43,XGBoost
"[34, 11687, 18, 35, 2]",1.0,1,YES,3.38,Original
"[145.98, 0.912375]",2.0,0,NO,145.98,XGBoost
"[142.82, 0.892625]",2.0,0,NO,142.82,RoundRobin
"[127.8, 1.065]",1.0,0,NO,127.8,FCFS
"[84.4, 1.055]",0.0,1,YES,84.4,XGBoost
"[157.1, 0.981875]",2.0,0,NO,157.1,FCFS
"[75.2, 0.94]",0.0,1,YES,75.2,XGBoost
"[197.88, 1.23675]",2.0,1,YES,197.88,XGBoost
"[129.735, 1.081125]",1.0,0,NO,129.735,FCFS
"[78.67, 0.983375]",0.0,1,YES,78.67,XGBoost
"[74.3, 0.92875]",0.0,1,YES,74.3,RoundRobin
"[193.44, 1.209]",2.0,0,NO,193.44,RoundRobin
"[81.41, 1.017625]",0.0,1,YES,81.41,XGBoost
"[62, 4356, 59, 26, 3]",0.0,1,YES,5.24,Original
"[93, 11661, 69, 22, 2]",0.0,1,YES,9.56,Original
"[141.46, 0.884125]",2.0,0,NO,141.46,XGBoost
"[172.7, 1.079375]",2.0,0,NO,172.7,RoundRobin
"[72, 5613, 45, 30, 2]",0.0,1,YES,9.31,Original
"[77.8, 0.9725]",0.0,1,YES,77.8,XGBoost
"[142.65, 1.18875]",1.0,0,NO,142.65,FCFS
"[190.1, 1.188125]",2.0,0,NO,190.1,RoundRobin
"[87.87, 1.098375]",0.0,1,YES,87.87,XGBoost
"[82.47, 1.030875]",0.0,1,YES,82.47,FCFS
"[95.35, 1.191875]",0.0,1,YES,95.35,FCFS
"[64, 14444, 75, 42, 1]",0.0,1,YES,6.77,Original
"[144.98, 0.906125]",2.0,0,NO,144.98,FCFS
"[163.0, 1.01875]",2.0,0,NO,163.0,FCFS
"[192.34, 1.202125]",2.0,1,YES,192.34,XGBoost
"[75.11, 0.938875]",0.0,1,YES,75.11,XGBoost
"[106.245, 0.885375]",1.0,0,NO,106.245,FCFS
"[87.02, 1.08775]",0.0,1,YES,87.02,RoundRobin
"[78.88, 0.986]",0.0,1,YES,78.88,RoundRobin
"[99.67, 1.245875]",0.0,1,YES,99.67,XGBoost
"[157.86, 0.986625]",2.0,0,NO,157.86,RoundRobin
"[90.09, 1.126125]",0.0,1,YES,90.09,RoundRobin
"[119.655, 0.997125]",1.0,0,NO,119.655,RoundRobin
"[86.0, 1.075]",0.0,1,YES,86.0,XGBoost
"[79.09, 0.988625]",0.0,1,YES,79.09,FCFS
"[140.46, 1.1705]",1.0,0,NO,140.46,FCFS
"[80.09, 1.001125]",0.0,1,YES,80.09,XGBoost
"[91.84, 1.148]",0.0,1,YES,91.84,FCFS
"[75.45, 0.943125]",0.0,1,YES,75.45,XGBoost
"[69, 2027, 15, 36, 2]",1.0,1,YES,2.8,Original
"[79.35, 0.991875]",0.0,1,YES,79.35,XGBoost
"[97.18, 1.21475]",0.0,1,YES,97.18,RoundRobin
"[131.73, 1.09775]",1.0,0,NO,131.73,RoundRobin
"[98.07, 1.225875]",0.0,1,YES,98.07,XGBoost
"[99.88, 1.2485]",0.0,1,YES,99.88,XGBoost
"[96.11, 1.201375]",0.0,1,YES,96.11,XGBoost
"[78.74, 0.98425]",0.0,1,YES,78.74,XGBoost
"[90.7, 1.13375]",0.0,1,YES,90.7,RoundRobin
"[58, 4528, 56, 23, 1]",1.0,1,YES,2.29,Original
"[84.46, 1.05575]",0.0,1,YES,84.46,RoundRobin
"[93.04, 1.163]",0.0,1,YES,93.04,XGBoost
"[75.48, 0.9435]",0.0,1,YES,75.48,XGBoost
"[164.18, 1.026125]",2.0,0,NO,164.18,FCFS
"[77.26, 0.96575]",0.0,1,YES,77.26,RoundRobin
"[85.41, 1.067625]",0.0,1,YES,85.41,XGBoost
"[73, 3707, 31, 17, 1]",1.0,1,YES,2.94,Original
"[98.09, 1.226125]",0.0,1,YES,98.09,XGBoost
"[131.835, 1.098625]",1.0,0,NO,131.835,FCFS
"[72.12, 0.9015]",0.0,1,YES,72.12,XGBoost
"[130.83, 1.09025]",1.0,0,NO,130.83,RoundRobin
"[136.665, 1.138875]",1.0,0,NO,136.665,FCFS
"[137.43, 1.14525]",1.0,0,NO,137.43,RoundRobin
"[155.96, 0.97475]",2.0,0,NO,155.96,FCFS
"[88.93, 1.111625]",0.0,1,YES,88.93,XGBoost
"[140.02, 0.875125]",2.0,0,NO,140.02,FCFS
"[56, 10654, 53, 32, 1]",1.0,1,YES,4.8,Original
"[190.36, 1.18975]",2.0,0,NO,190.36,FCFS
"[139.29, 1.16075]",1.0,0,NO,139.29,RoundRobin
"[91.67, 1.145875]",0.0,1,YES,91.67,XGBoost
"[79.53, 0.994125]",0.0,1,YES,79.53,XGBoost
"[99.45, 1.243125]",0.0,1,YES,99.45,XGBoost
"[80, 8016, 88, 35, 3]",0.0,1,YES,7.57,Original
"[182.0, 1.1375]",2.0,1,YES,182.0,XGBoost
"[72.18, 0.90225]",0.0,1,YES,72.18,FCFS
"[192.66, 1.204125]",2.0,0,NO,192.66,RoundRobin
"[68, 15523, 38, 45, 3]",0.0,1,YES,5.7,Original
"[51, 2040, 56, 49, 2]",0.0,1,YES,8.76,Original
"[94.62, 1.18275]",0.0,1,YES,94.62,XGBoost
"[85, 1937, 34, 22, 3]",0.0,1,YES,8.15,Original
"[74.21, 0.927625]",0.0,1,YES,74.21,FCFS
"[124.68, 1.039]",1.0,0,NO,124.68,RoundRobin
"[137.985, 1.149875]",1.0,0,NO,137.985,FCFS
"[170.66, 1.066625]",2.0,0,NO,170.66,FCFS
"[162.4, 1.015]",2.0,0,NO,162.4,FCFS
"[108.045, 0.900375]",1.0,0,NO,108.045,RoundRobin
"[86.49, 1.081125]",0.0,1,YES,86.49,XGBoost
"[86.44, 1.0805]",0.0,1,YES,86.44,XGBoost
"[91.23, 1.140375]",0.0,1,YES,91.23,FCFS
"[80.2, 1.0025]",0.0,1,YES,80.2,XGBoost
"[183.04, 1.144]",2.0,0,NO,183.04,RoundRobin
"[49, 7994, 29, 43, 2]",0.0,1,YES,7.55,Original
"[188.72, 1.1795]",2.0,1,YES,188.72,XGBoost
"[105.795, 0.881625]",1.0,0,NO,105.795,RoundRobin
"[193.94, 1.212125]",2.0,1,YES,193.94,XGBoost
"[87.55, 1.094375]",0.0,1,YES,87.55,RoundRobin
"[140.58, 0.878625]",2.0,0,NO,140.58,FCFS
"[81.64, 1.0205]",0.0,1,YES,81.64,XGBoost
"[183.98, 1.149875]",2.0,1,YES,183.98,XGBoost
"[40, 2489, 58, 28, 3]",1.0,1,YES,4.11,Original
"[83.01, 1.037625]",0.0,1,YES,83.01,XGBoost
"[123.315, 1.027625]",1.0,0,NO,123.315,RoundRobin
"[172.6, 1.07875]",2.0,0,NO,172.6,RoundRobin
"[72.47, 0.905875]",0.0,1,YES,72.47,FCFS
"[81.13, 1.014125]",0.0,1,YES,81.13,XGBoost
"[140.085, 1.167375]",1.0,0,NO,140.085,RoundRobin
"[87.05, 1.088125]",0.0,1,YES,87.05,RoundRobin
"[113.595, 0.946625]",1.0,0,NO,113.595,RoundRobin
"[129.75, 1.08125]",1.0,0,NO,129.75,FCFS
"[182.34, 1.139625]",2.0,0,NO,182.34,RoundRobin
"[79.47, 0.993375]",0.0,1,YES,79.47,FCFS
"[122.565, 1.021375]",1.0,0,NO,122.565,FCFS
"[164.14, 1.025875]",2.0,0,NO,164.14,RoundRobin
"[88.77, 1.109625]",0.0,1,YES,88.77,FCFS
"[130.89, 1.09075]",1.0,0,NO,130.89,FCFS
"[144.39, 1.20325]",1.0,0,NO,144.39,FCFS
"[99.97, 1.249625]",0.0,1,YES,99.97,RoundRobin
"[75.79, 0.947375]",0.0,1,YES,75.79,XGBoost
"[193.4, 1.20875]",2.0,0,NO,193.4,RoundRobin
"[95.84, 1.198]",0.0,1,YES,95.84,RoundRobin
"[153.48, 0.95925]",2.0,0,NO,153.48,FCFS
"[183.84, 1.149]",2.0,1,YES,183.84,XGBoost
"[133.53, 1.11275]",1.0,0,NO,133.53,RoundRobin
"[161.9, 1.011875]",2.0,0,NO,161.9,RoundRobin
"[76.67, 0.958375]",0.0,1,YES,76.67,FCFS
"[89.06, 1.11325]",0.0,1,YES,89.06,RoundRobin
"[80.11, 1.001375]",0.0,1,YES,80.11,FCFS
"[85.45, 1.068125]",0.0,1,YES,85.45,XGBoost
"[140.145, 1.167875]",1.0,0,NO,140.145,RoundRobin
"[99.91, 1.248875]",0.0,1,YES,99.91,XGBoost
"[169.32, 1.05825]",2.0,0,NO,169.32,RoundRobin
"[112.785, 0.939875]",1.0,0,NO,112.785,FCFS
"[158.48, 0.9905]",2.0,0,NO,158.48,FCFS
"[78.05, 0.975625]",0.0,1,YES,78.05,FCFS
"[150.24, 0.939]",2.0,0,NO,150.24,FCFS
"[94.77, 1.184625]",0.0,1,YES,94.77,FCFS
"[90.12, 1.1265]",0.0,1,YES,90.12,RoundRobin
"[173.9, 1.086875]",2.0,0,NO,173.9,RoundRobin
"[96.79, 1.209875]",0.0,1,YES,96.79,FCFS
"[79.09, 0.988625]",0.0,1,YES,79.09,XGBoost
"[75.98, 0.94975]",0.0,1,YES,75.98,RoundRobin
"[161.72, 1.01075]",2.0,0,NO,161.72,FCFS
"[156.74, 0.979625]",2.0,0,NO,156.74,FCFS
"[86.68, 1.0835]",0.0,1,YES,86.68,XGBoost
"[91.08, 1.1385]",0.0,1,YES,91.08,RoundRobin
"[95.52, 1.194]",0.0,1,YES,95.52,RoundRobin
"[85.44, 1.068]",0.0,1,YES,85.44,FCFS
"[80.12, 1.0015]",0.0,1,YES,80.12,RoundRobin
"[188.54, 1.178375]",2.0,0,NO,188.54,RoundRobin
"[133.245, 1.110375]",1.0,0,NO,133.245,FCFS
"[137.73, 1.14775]",1.0,0,NO,137.73,FCFS
"[192.94, 1.205875]",2.0,0,NO,192.94,RoundRobin
"[189.2, 1.1825]",2.0,0,NO,189.2,RoundRobin
"[177.34, 1.108375]",2.0,0,NO,177.34,RoundRobin
"[98.03, 1.225375]",0.0,1,YES,98.03,XGBoost
"[92.78, 1.15975]",0.0,1,YES,92.78,XGBoost
"[71.12, 0.889]",0.0,1,YES,71.12,XGBoost
"[75.32, 0.9415]",0.0,1,YES,75.32,XGBoost
"[146.94, 0.918375]",2.0,0,NO,146.94,FCFS
"[144.78, 1.2065]",1.0,0,NO,144.78,RoundRobin
"[162.08, 1.013]",2.0,0,NO,162.08,RoundRobin
"[78.63, 0.982875]",0.0,1,YES,78.63,XGBoost
"[144.225, 1.201875]",1.0,0,NO,144.225,FCFS
"[155.8, 0.97375]",2.0,0,NO,155.8,RoundRobin
"[83.89, 1.048625]",0.0,1,YES,83.89,FCFS
"[178.16, 1.1135]",2.0,0,NO,178.16,FCFS
"[143.7, 0.898125]",2.0,0,NO,143.7,RoundRobin
"[196.46, 1.227875]",2.0,0,NO,196.46,RoundRobin
"[70.67, 0.883375]",0.0,1,YES,70.67,FCFS
